name,state,district,category,lat,lng,image_url,image_attribution,source
Sun Temple,Gujarat,Surendranagar,Temple,22.597278,71.214819,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Navlakha Temple,Gujarat,Surendranagar,Temple,22.457736,71.413689,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Darbargarh,Gujarat,Surendranagar,,23.011725,71.178936,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ananteshwara Temple,Gujarat,Surendranagar,Temple,22.224494,71.16805,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Frescoes on the walls of Bhau Tambekar¦s Wada,Gujarat,Vadodara,,22.302778,73.199167,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Historic Site S.No. 431 to 435,Gujarat,Vadodara,,22.300819,73.181394,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Hazira or Qutbuddin Mahmad Khan¦s Tomb,Gujarat,Vadodara,Monument / Tomb,22.277875,73.206903,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Site (Excavated),Gujarat,Vadodara,,22.08105,73.249669,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Gateway or Torana,Gujarat,Vadodara,,22.081871,73.2484,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient site of Sandhiyapura,Gujarat,Vadodara,,22.331553,73.47635,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Vadodara Gate & its adjacent construction,Gujarat,Vadodara,,22.134492,73.416681,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Hira gate with S.No. 38, 41, 45, 47 & Tika No. 102 & 103",Gujarat,Vadodara,,22.133322,73.426606,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mahudi (Champaneri) Gate & adjacent construction,Gujarat,Vadodara,,22.137694,73.419433,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Nandodi Gate With adjacent construction,Gujarat,Vadodara,,22.129758,73.422506,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Saptamukhi Vav,Gujarat,Vadodara,Stepwell / Baoli,22.135233,73.421872,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Microlithic site S.No. 311, 12, 13 & 298",Gujarat,Vadodara,,22.626375,73.246463,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fort walls,Gujarat,Nani Daman,Fort,20.413394,72.832058,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Fort Walls including Gates, Structure, Moat, Open Land, Outside & Inline Fort.",Gujarat,Moti Daman,Fort,20.407875,72.832819,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Holy jesus Church,Gujarat,Moti Daman,,20.406808,72.834164,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ruined Church,Gujarat,Moti Daman,,20.407458,72.830775,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Chapel of Our Lady of Rosario,Gujarat,Moti Daman,,20.405822,72.833875,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Chapel of Our Lady of Remedios,Gujarat,Moti Daman,,20.402856,72.832006,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tower of Silence,Gujarat,Diu,,20.707304,70.955684,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Bangli,Gujarat,Diu,,20.708119,70.956364,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
St. Paul¦s Church,Gujarat,Diu,,20.714544,70.990672,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fort together with the inside building,Gujarat,Diu,Fort,20.714789,70.996031,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old Mosque (Jami Masjid),Gujarat,Diu,,20.717864,70.984878,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Site Juni- Kuran,Gujarat,Kachchh,,23.962325,69.765988,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Site/Mound,Gujarat,Bhavnagar,,21.704806,71.963208,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Site/Mound,Gujarat,Bhavnagar,,21.894028,71.873778,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Makai Kothar,Gujarat,Godhra,,22.465147,73.522308,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Gadhi Fortress and Temple in survey No.106,Gujarat,Jamnagar,Temple,22.207861,69.080131,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Magderu Temple Dhrasanvel,Gujarat,Jamnagar,Temple,22.28948,69.051482,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Guhadity Temple in Survey No. 655,Gujarat,Jamnagar,Temple,22.301063,68.986898,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Junagadhi (Jain) Temple,Gujarat,Jamnagar,Temple,22.318006,68.999031,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kankeshvara Mahadev Temple and other shrines,Gujarat,Jamnagar,Temple,22.318556,68.997389,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Mound,Gujarat,Junagadh,,21.551234,70.491899,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Site/Mound in Village,Gujarat,Surendranagar,,22.456722,71.414386,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Fresco on the wall of Kashivisvanath temple,Gujarat,Amreli,Temple,21.661722,71.515222,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Rahemat Bibi Masjid, Mangrol",Gujarat,Junagadh,,21.128214,70.119219,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kashmeri Gate and portion of the City Wall on either side of the Kashmeri Gate,Delhi,North,,28.665415,77.224464,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kashmeri Gate and portion of the City Wall on either side of the Kashmeri Gate,Delhi,North,,28.667727,77.230832,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kashmeri Gate and portion of the City Wall on either side of the Kashmeri Gate,Delhi,North,,28.667758,77.230641,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Unknown tomb with blue tiles decoration known as Shisha Gumbad,Delhi,New Delhi,Monument / Tomb,28.593759,77.220176,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Tomb of Safdarjang (Mirza Muqim Mansur Ali Khan) with all the enclosure walls, gateways, gardens and the mosque",Delhi,New Delhi,Monument / Tomb,28.589286,77.210567,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sunehri Masjid,Delhi,North,,28.650458,77.23959,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Nichlson (Or Kashmeri Gate) Cemetery,Delhi,North,,28.669031,77.225904,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Kotla Feroz Shah Ferozabad remaining walls, bastions and gateways and gardens, the old Mosque, and wall",Delhi,Central,,28.635365,77.244467,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Thousand pillared temple,Telangana,Warangal - Urban,Temple,18.003755,79.5747,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Charminar,Telangana,Hyderabad,,17.361607,78.474657,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ramappa temple,Telangana,Warangal - Rural,Temple,18.259306,79.943279,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Warangal fort,defences and gateways",Telangana,Warangal - Rural,Fort,17.956232,79.615321,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient mound,Telangana,Sangareddy,,17.54583,78.014291,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Navabrahma Temples 1-3,Telangana,Gadwal,,15.878093,78.135768,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Navabrahma Temple 6,Telangana,Gadwal,Temple,15.877155,78.135678,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
NavabrahmaTemple 4,Telangana,Gadwal,,15.877721,78.135749,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Navabrahma Temple 7-8,Telangana,Gadwal,Temple,15.877322,78.135269,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Navabrahma Temples 9,Telangana,Gadwal,,15.8777,78.134951,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kudali Sangameswara Temple,Telangana,Gadwal,Temple,15.877648,78.128689,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Papanasi Group of Temples,Telangana,Gadwal,,15.871575,78.122388,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
NavabrahmaTemple 5,Telangana,Gadwal,,15.877397,78.135801,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
SHRINGAR CHAWRI,Rajasthan,CHITTAURGARH,,24.958056,75.593611,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Enclosure containing the grave of Lt. Edwards and others, murdered in 1857.",Delhi,North,,28.688994,77.218835,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Neighbouring Bridge Wazirabad,Delhi,North,,28.712117,77.228211,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The mosque at Wazirabad,Delhi,North,,28.711773,77.228116,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Tomb at Wazirabad,Delhi,North,Monument / Tomb,28.711777,77.228234,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old Lodi Bridge with approaches,Delhi,New Delhi,,28.596469,77.222959,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
ANCIENT MOUNDS,Rajasthan,HANUMANGARH,,29.571856,74.255903,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
FORT BHATNER,Rajasthan,HANUMANGARH,Fort,29.58605,74.325322,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
ANCIENT MOUNDS,Rajasthan,HANUMANGARH,,29.473611,74.13,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
ANCIENT MOUNDS,Rajasthan,HANUMANGARH,,29.364158,74.029142,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
ANCIENT MOUNDS,Rajasthan,HANUMANGARH,,29.466389,74.401389,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
ANCIENT MOUNDS,Rajasthan,HANUMANGARH,,29.572639,74.485836,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
ANCIENT MOUND,Rajasthan,HANUMANGARH,,29.497778,74.085,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
FORT  ANCIENT TEMPLES,Rajasthan,JAISALMER,Fort,26.9125,70.9125,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
ANCIENT SITE,Rajasthan,JAISALMER,,26.985833,70.805,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"INSCRIPTIONS, PAVILIONS AND TORANAS",Rajasthan,RAJSAMAND,,25.068611,73.876111,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
CHETAK SAMADHI,Rajasthan,RAJSAMAND,,24.886861,73.6925,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
BADSHAHI BAGH,Rajasthan,RAJSAMAND,,24.900139,73.716861,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
HALDIGHATI,Rajasthan,RAJSAMAND,,24.894972,73.702139,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
RAKTA TALAI,Rajasthan,RAJSAMAND,,24.920389,73.7195,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
ANCIENT RUINS,Rajasthan,UDAIPUR,,24.006842,73.754947,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
SAS BAHU TEMPLE,Rajasthan,UDAIPUR,Temple,24.735,73.716111,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
PALACE OF MAHARANA PRATAP,Rajasthan,UDAIPUR,Palace / Haveli,24.177056,73.811278,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
HAWA MAHAL KNOWN AS ROOTHI RANI KA MAHAL,Rajasthan,UDAIPUR,Palace / Haveli,24.242779,73.962292,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
MAHAL KNOWN AS HAWA MAHAL,Rajasthan,UDAIPUR,Palace / Haveli,24.238333,73.953889,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
ANCIENT MOUNDS,Rajasthan,GANGANAGAR,,29.233548,73.581549,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
TOMBS OF ABDULLA KHAN AND HIS WIFE,Rajasthan,Ajmer,,26.452353,74.637727,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
TOMB OF ALLAUDDIN KHAN  SOLA THAMBA,Rajasthan,Ajmer,Monument / Tomb,26.456225,74.627178,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
TRIPOLIA GATE,Rajasthan,Ajmer,,26.456017,74.626783,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
KOS MINAR,Rajasthan,Ajmer,,26.477572,74.657764,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
MAGAZINE BUILDING,Rajasthan,Ajmer,,26.460722,74.633469,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
KOS MINAR ERECTED BY EMPEROR AKBAR,Rajasthan,Ajmer,,26.490797,74.676294,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
BAORI,Rajasthan,Ajmer,,26.498841,74.676361,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
KOS MINAR,Rajasthan,Ajmer,,26.56597,74.706698,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
SARAI,Rajasthan,Ajmer,,26.563586,74.689006,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
KOS MINAR,Rajasthan,Ajmer,,26.513951,74.688942,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
KOS MINAR,Rajasthan,Ajmer,,26.612125,74.742227,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
KOS MINAR,Rajasthan,Ajmer,,26.637544,74.75496,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
KOS MINAR,Rajasthan,Ajmer,,26.541631,74.691731,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
KOS MINAR,Rajasthan,Ajmer,,26.587642,74.725036,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
